,Session #,Customer ID,song_order,Date,Artist,Song
654,278,75594b,1,2021-01-19 04:00:00.029,Anne-Marie,2002
655,278,75594b,2,2021-01-19 04:03:00.000,Cher,Believe
656,279,,1,2021-01-19 04:05:59.971,Kesha,This Is Me (Greatest Showman)
657,280,45c142,1,2021-01-19 07:00:00.029,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
658,280,45c142,2,2021-01-19 07:02:00.038,Tones And I,Dance Monkey
659,280,45c142,3,2021-01-19 07:05:00.010,Britney Spears,Baby One More Time
660,280,45c142,4,2021-01-19 07:07:00.019,High School Musical,Breaking Free
661,280,45c142,5,2021-01-19 07:09:59.990,High School Musical,Breaking Free
662,280,45c142,6,2021-01-19 07:12:59.962,Kings Of Leon,Sex Is On Fire
663,280,45c142,7,2021-01-19 07:14:59.971,Aladdin,A Whole New World
664,280,45c142,8,2021-01-19 07:18:00.029,Spice Girls,Wannabe
665,280,45c142,9,2021-01-19 07:20:00.038,Eminem,Lose Yourself
666,281,,1,2021-01-19 07:23:00.010,Billie Eilish,Bad Guy
667,282,ddd7ca,1,2021-01-19 16:59:59.971,Britney Spears,Toxic
668,283,,1,2021-01-19 17:03:00.029,Britney Spears,Toxic
669,284,bdc39c,1,2021-01-19 19:00:00.029,Eminem,Lose Yourself
670,285,bdc39c,1,2021-01-19 19:03:00.000,ABBA,Mamma Mia
671,286,47a375,1,2021-01-19 21:00:00.000,Vanilla Ice,Ice Ice Baby
672,286,47a375,2,2021-01-19 21:02:59.971,Bryan Adams,Summer Of ’69
673,287,,1,2021-01-19 21:06:00.029,Queen,I Want To Break Free
674,287,,2,2021-01-20 00:00:00.000,The Little Mermaid,Under The Sea
675,288,8dc987,1,2021-01-20 01:00:00.029,Destiny’s Child,Say My Name
676,288,8dc987,2,2021-01-20 01:02:00.038,ABBA,Gimme Gimme Gimme
677,289,8dc987,1,2021-01-20 01:03:59.962,Moana,How Far I’ll Go
678,290,45c142,1,2021-01-20 04:00:00.029,Beyonce,Single Ladies (Put A Ring On It)
679,290,45c142,2,2021-01-20 04:03:00.000,Taylor Swift,Shake It Off
680,290,45c142,3,2021-01-20 04:05:00.010,ABBA,Gimme Gimme Gimme
681,291,,1,2021-01-20 04:07:00.019,The Little Mermaid,Under The Sea
682,292,c083ec,1,2021-01-20 09:00:00.000,ABBA,Waterloo
683,292,c083ec,2,2021-01-20 09:02:59.971,Bon Jovi,Livin’ On A Prayer
684,292,c083ec,3,2021-01-20 09:04:59.981,Journey,Don’t Stop Believin’
685,293,,1,2021-01-20 09:08:00.038,Neil Diamond,Sweet Caroline
686,294,19c2ae,1,2021-01-20 13:00:00.029,The Lion King,Can You Feel The Love Tonight
687,294,19c2ae,2,2021-01-20 13:02:00.038,Pinkfong,Baby Shark
688,295,19c2ae,1,2021-01-20 13:05:00.010,Lewis Capaldi,Someone You Loved
689,296,0becb9,1,2021-01-20 16:00:00.029,Britney Spears,Baby One More Time
690,296,0becb9,2,2021-01-20 16:02:00.038,Backstreet Boys,I Want It That Way
691,297,,1,2021-01-20 16:03:59.962,Ava Max,Sweet But Psycho
692,298,14e19f,1,2021-01-20 19:00:00.029,ABBA,Dancing Queen
693,298,14e19f,2,2021-01-20 19:02:00.038,Cher,Believe
694,298,14e19f,3,2021-01-20 19:05:00.010,Lewis Capaldi,Someone You Loved
695,298,14e19f,4,2021-01-20 19:07:59.981,Ed Sheeran,Shape Of You
696,299,,1,2021-01-20 19:11:00.038,Beyonce,Single Ladies (Put A Ring On It)
697,299,,2,2021-01-21 00:00:00.000,Guns N’ Roses,Sweet Child O’ Mine
698,300,0bf30d,1,2021-01-21 01:00:00.029,ABBA,Dancing Queen
699,300,0bf30d,2,2021-01-21 01:02:00.038,Guns N’ Roses,Sweet Child O’ Mine
700,300,0bf30d,3,2021-01-21 01:03:59.962,ABBA,Dancing Queen
701,300,0bf30d,4,2021-01-21 01:05:59.971,Estelle Ft. Kanye West,American Boy
702,301,,1,2021-01-21 01:09:00.029,Dirty Dancing,The Time Of My Life
703,302,d5fcf7,1,2021-01-21 06:00:00.000,Dolly Parton,9 To 5
704,302,d5fcf7,2,2021-01-21 06:02:00.010,The Greatest Showman,A Million Dreams
705,302,d5fcf7,3,2021-01-21 06:04:59.981,Toto,Africa
706,302,d5fcf7,4,2021-01-21 06:08:00.038,Moana,How Far I’ll Go
707,303,,1,2021-01-21 06:11:00.010,Oasis,Don’t Look Back In Anger
708,303,,2,2021-01-21 10:59:59.971,The Lion King,Can You Feel The Love Tonight
709,304,80244a,1,2021-01-21 12:00:00.000,Frank Sinatra,New York New York
710,304,80244a,2,2021-01-21 12:02:59.971,The Lion King,I Just Can’t Wait To Be King
711,305,,1,2021-01-21 12:04:59.981,Gloria Gaynor,I Will Survive
712,306,0ec5f7,1,2021-01-21 15:00:00.000,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
713,307,,1,2021-01-21 15:02:00.010,Mark Ronson Ft. Bruno Mars,Uptown Funk
714,308,9e17fe,1,2021-01-21 16:59:59.971,Spice Girls,Wannabe
715,308,9e17fe,2,2021-01-21 17:01:59.981,Alexandra Burke,Hallelujah
716,308,9e17fe,3,2021-01-21 17:05:00.038,Dua Lipa,New Rules
717,308,9e17fe,4,2021-01-21 17:08:00.010,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
718,308,9e17fe,5,2021-01-21 17:10:00.019,ABBA,Mamma Mia
719,308,9e17fe,6,2021-01-21 17:12:00.029,Journey,Don’t Stop Believin’
720,308,9e17fe,7,2021-01-21 17:15:00.000,Oasis,Wonderwall
721,309,,1,2021-01-21 17:17:00.010,Frank Sinatra,My Way
722,309,,2,2021-01-22 01:00:00.029,Tones And I,Dance Monkey
723,310,41c5b3,1,2021-01-22 01:59:59.971,Grease,Summer Nights
724,310,41c5b3,2,2021-01-22 02:01:59.981,Aladdin,A Whole New World
725,311,41c5b3,1,2021-01-22 02:05:00.038,Dirty Dancing,The Time Of My Life
726,312,2bb0da,1,2021-01-22 04:59:59.971,The Little Mermaid,Part Of Your World
727,312,2bb0da,2,2021-01-22 05:03:00.029,Alexandra Burke,Hallelujah
728,312,2bb0da,3,2021-01-22 05:06:00.000,Bonnie Tyler,Total Eclipse Of The Heart
729,312,2bb0da,4,2021-01-22 05:08:59.971,The Beatles,Hey Jude
730,313,,1,2021-01-22 05:12:00.029,Estelle Ft. Kanye West,American Boy
731,314,509ec8,1,2021-01-22 10:00:00.029,Dirty Dancing,The Time Of My Life
732,314,509ec8,2,2021-01-22 10:03:00.000,The Proclaimers,I’m Gonna Be (500 Miles)
733,315,,1,2021-01-22 10:05:59.971,Spice Girls,Wannabe
734,315,,2,2021-01-22 13:00:00.029,Luis Fonsi & Daddy Yankee,Despacito
735,316,301133,1,2021-01-22 13:59:59.971,The Pogues,Fairytale Of New York
736,316,301133,2,2021-01-22 14:01:59.981,Cher,Believe
737,316,301133,3,2021-01-22 14:05:00.038,The Proclaimers,I’m Gonna Be (500 Miles)
738,317,,1,2021-01-22 14:08:00.010,Backstreet Boys,I Want It That Way
739,317,,2,2021-01-22 18:00:00.000,Frozen,Let It Go
740,317,,3,2021-01-22 19:00:00.029,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
741,318,01fc7c,1,2021-01-22 19:59:59.971,The Lion King,Can You Feel The Love Tonight
742,318,01fc7c,2,2021-01-22 20:01:59.981,Dolly Parton,Jolene
743,318,01fc7c,3,2021-01-22 20:03:59.990,Dirty Dancing,The Time Of My Life
744,318,01fc7c,4,2021-01-22 20:06:59.962,Backstreet Boys,Everybody
745,318,01fc7c,5,2021-01-22 20:08:59.971,Outkast,Hey Ya
746,319,,1,2021-01-22 20:12:00.029,Little Mix,Shout Out To My Ex
747,320,6640b1,1,2021-01-23 01:59:59.971,Pinkfong,Baby Shark
748,320,6640b1,2,2021-01-23 02:03:00.029,Pinkfong,Baby Shark
749,320,6640b1,3,2021-01-23 02:06:00.000,Anne-Marie,2002
750,321,,1,2021-01-23 02:08:59.971,Queen,Don’t Stop Me Now
751,322,2e5db7,1,2021-01-23 07:00:00.029,Lil Nas X,Old Town Road
752,322,2e5db7,2,2021-01-23 07:03:00.000,Anne-Marie,2002
753,323,,1,2021-01-23 07:05:59.971,ABBA,Gimme Gimme Gimme
754,324,40b63a,1,2021-01-23 10:00:00.029,Bonnie Tyler,Total Eclipse Of The Heart
755,324,40b63a,2,2021-01-23 10:03:00.000,Destiny’s Child,Say My Name
756,325,,1,2021-01-23 10:05:00.010,Ed Sheeran,Perfect
757,326,316313,1,2021-01-23 13:00:00.029,Wheatus,Teenage Dirtbag
758,326,316313,2,2021-01-23 13:03:00.000,Bonnie Tyler,Total Eclipse Of The Heart
759,327,316313,1,2021-01-23 13:05:59.971,Pinkfong,Baby Shark
760,327,316313,2,2021-01-23 16:00:00.029,Oasis,Don’t Look Back In Anger
761,327,316313,3,2021-01-23 16:59:59.971,Mariah Carey,All I Want For Christmas Is You
762,327,316313,4,2021-01-23 18:00:00.000,Oasis,Don’t Look Back In Anger
763,327,316313,5,2021-01-23 19:00:00.029,The Lion King,Hakuna Matata
764,328,b0c352,1,2021-01-23 19:59:59.971,TLC,No Scrubs
765,328,b0c352,2,2021-01-23 20:03:00.029,Mariah Carey,All I Want For Christmas Is You
766,328,b0c352,3,2021-01-23 20:05:00.038,The Beatles,Hey Jude
767,328,b0c352,4,2021-01-23 20:08:00.010,Gloria Gaynor,I Will Survive
768,328,b0c352,5,2021-01-23 20:10:00.019,Oasis,Wonderwall
769,328,b0c352,6,2021-01-23 20:12:00.029,Billie Eilish,Bad Guy
770,328,b0c352,7,2021-01-23 20:14:00.038,Dolly Parton,Jolene
771,329,,1,2021-01-23 20:15:59.962,Loren Allred,Never Enough (The Greatest Showman)
772,329,,2,2021-01-24 04:00:00.029,Little Mix,Shout Out To My Ex
773,330,ccee6c,1,2021-01-24 04:59:59.971,The Greatest Showman,A Million Dreams
774,330,ccee6c,2,2021-01-24 05:03:00.029,High School Musical,Breaking Free
775,330,ccee6c,3,2021-01-24 05:06:00.000,Alexandra Burke,Hallelujah
776,331,,1,2021-01-24 05:08:59.971,Oasis,Wonderwall
777,332,d93ab5,1,2021-01-24 09:00:00.000,Ike And Tina Turner,Proud Mary
778,332,d93ab5,2,2021-01-24 09:02:00.010,A-Ha,Take On Me
779,332,d93ab5,3,2021-01-24 09:04:00.019,Frozen,Let It Go
780,332,d93ab5,4,2021-01-24 09:06:00.029,ABBA,Dancing Queen
781,332,d93ab5,5,2021-01-24 09:08:00.038,Dolly Parton,9 To 5
782,332,d93ab5,6,2021-01-24 09:09:59.962,Outkast,Hey Ya
783,333,,1,2021-01-24 09:13:00.019,TLC,No Scrubs
784,334,69900000000000001621832436120643604012189560146096221548559864954880,1,2021-01-24 16:00:00.029,Bryan Adams,Summer Of ’69
785,334,69900000000000001621832436120643604012189560146096221548559864954880,2,2021-01-24 16:03:00.000,Outkast,Hey Ya
786,334,69900000000000001621832436120643604012189560146096221548559864954880,3,2021-01-24 16:05:59.971,Kesha,This Is Me (Greatest Showman)
787,335,,1,2021-01-24 16:09:00.029,Britney Spears,Toxic
788,336,a5632d,1,2021-01-24 19:59:59.971,Alexandra Burke,Hallelujah
789,336,a5632d,2,2021-01-24 20:03:00.029,The Human League,Don’t You Want Me Baby
790,337,a5632d,1,2021-01-24 20:06:00.000,Cher,Believe
791,337,a5632d,2,2021-01-24 22:59:59.971,A-Ha,Take On Me
792,338,a59dd7,1,2021-01-25 00:00:00.000,Will Smith,The Fresh Prince Of Bel Air
793,338,a59dd7,2,2021-01-25 00:02:00.010,Estelle Ft. Kanye West,American Boy
794,338,a59dd7,3,2021-01-25 00:04:59.981,Outkast,Hey Ya
795,339,,1,2021-01-25 00:08:00.038,Spice Girls,Wannabe
796,340,bfe6b6,1,2021-01-25 04:00:00.029,Ed Sheeran & Justin Bieber,I Don’t Care
797,340,bfe6b6,2,2021-01-25 04:03:00.000,Backstreet Boys,I Want It That Way
798,340,bfe6b6,3,2021-01-25 04:05:00.010,Eminem,Lose Yourself
799,340,bfe6b6,4,2021-01-25 04:07:59.981,Robbie Williams,Angels
800,340,bfe6b6,5,2021-01-25 04:11:00.038,Anne-Marie,2002
801,340,bfe6b6,6,2021-01-25 04:14:00.010,The Little Mermaid,Part Of Your World
802,341,,1,2021-01-25 04:16:59.981,Shawn Mendes & Camila Cabello,Senorita
803,341,,2,2021-01-25 10:59:59.971,Britney Spears,Toxic
804,341,,3,2021-01-25 12:00:00.000,The Beatles,Hey Jude
805,341,,4,2021-01-25 13:00:00.029,Mariah Carey,All I Want For Christmas Is You
806,341,,5,2021-01-25 13:59:59.971,Dua Lipa,New Rules
807,342,f97dbd,1,2021-01-25 15:00:00.000,Queen,I Want To Break Free
808,343,f97dbd,1,2021-01-25 15:02:59.971,A-Ha,Take On Me
809,344,0becb9,1,2021-01-25 16:59:59.971,Bon Jovi,Livin’ On A Prayer
810,344,0becb9,2,2021-01-25 17:01:59.981,Frank Sinatra,My Way
811,345,,1,2021-01-25 17:05:00.038,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
812,346,9e17fe,1,2021-01-25 19:59:59.971,John Denver,"Take Me Home, Country Roads"
813,347,,1,2021-01-25 20:03:00.029,Alexandra Burke,Hallelujah
814,348,a0a25c,1,2021-01-25 22:00:00.029,Whitney Houston,I Wanna Dance With Somebody
815,348,a0a25c,2,2021-01-25 22:03:00.000,Mark Ronson Ft. Bruno Mars,Uptown Funk
816,349,,1,2021-01-25 22:05:59.971,TLC,No Scrubs
817,350,98b4b4,1,2021-01-26 01:00:00.029,Little Mix,Shout Out To My Ex
818,350,98b4b4,2,2021-01-26 01:03:00.000,A-Ha,Take On Me
819,350,98b4b4,3,2021-01-26 01:05:00.010,Ava Max,Sweet But Psycho
820,350,98b4b4,4,2021-01-26 01:07:59.981,Billie Eilish,Bad Guy
821,350,98b4b4,5,2021-01-26 01:09:59.990,Taylor Swift,Shake It Off
822,351,,1,2021-01-26 01:12:00.000,Dolly Parton,9 To 5
823,352,ce0bf2,1,2021-01-26 07:00:00.029,Dolly Parton,9 To 5
824,352,ce0bf2,2,2021-01-26 07:02:00.038,Bon Jovi,Livin’ On A Prayer
825,352,ce0bf2,3,2021-01-26 07:03:59.962,A-Ha,Take On Me
826,352,ce0bf2,4,2021-01-26 07:05:59.971,The Little Mermaid,Under The Sea
827,353,,1,2021-01-26 07:07:59.981,George Ezra,Shotgun
828,354,8d850e,1,2021-01-26 12:00:00.000,Dolly Parton & Kenny Rogers,Islands In The Stream
829,355,,1,2021-01-26 12:02:59.971,Frozen,Let It Go
830,356,9e17fe,1,2021-01-26 13:59:59.971,Queen,We Will Rock You
831,357,,1,2021-01-26 14:03:00.029,Mariah Carey,All I Want For Christmas Is You
832,357,,2,2021-01-26 16:00:00.029,Wheatus,Teenage Dirtbag
833,358,b5f816,1,2021-01-26 16:59:59.971,Ava Max,Sweet But Psycho
834,358,b5f816,2,2021-01-26 17:03:00.029,Outkast,Hey Ya
835,358,b5f816,3,2021-01-26 17:06:00.000,Backstreet Boys,Everybody
836,359,,1,2021-01-26 17:08:00.010,Guns N’ Roses,Sweet Child O’ Mine
837,360,a59dd7,1,2021-01-26 21:00:00.000,Cher,Believe
838,361,a59dd7,1,2021-01-26 21:02:59.971,Aqua,Barbie Girl
839,362,2559000,1,2021-01-26 22:59:59.971,The Human League,Don’t You Want Me Baby
840,362,2559000,2,2021-01-26 23:03:00.029,The Weather Girls,It’s Raining Men
841,362,2559000,3,2021-01-26 23:05:00.038,Ava Max,Sweet But Psycho
842,363,,1,2021-01-26 23:08:00.010,The Pogues,Fairytale Of New York
843,364,5ddb51,1,2021-01-27 03:00:00.000,ABBA,Dancing Queen
844,364,5ddb51,2,2021-01-27 03:02:00.010,The Lion King,I Just Can’t Wait To Be King
845,364,5ddb51,3,2021-01-27 03:04:00.019,Mark Ronson Ft. Amy Winehouse,Valerie
846,364,5ddb51,4,2021-01-27 03:06:59.990,A-Ha,Take On Me
847,364,5ddb51,5,2021-01-27 03:09:00.000,ABBA,Dancing Queen
848,364,5ddb51,6,2021-01-27 03:11:00.010,Wheatus,Teenage Dirtbag
849,364,5ddb51,7,2021-01-27 03:13:59.981,Eminem,Lose Yourself
850,364,5ddb51,8,2021-01-27 03:17:00.038,The Weather Girls,It’s Raining Men
851,364,5ddb51,9,2021-01-27 03:18:59.962,Luis Fonsi & Daddy Yankee,Despacito
852,364,5ddb51,10,2021-01-27 03:20:59.971,Lewis Capaldi,Someone You Loved
853,365,,1,2021-01-27 03:24:00.029,The Proclaimers,I’m Gonna Be (500 Miles)
854,365,,2,2021-01-27 13:59:59.971,Gloria Gaynor,I Will Survive
855,366,62f99c,1,2021-01-27 15:00:00.000,Outkast,Hey Ya
856,366,62f99c,2,2021-01-27 15:02:59.971,Anne-Marie,2002
857,367,,1,2021-01-27 15:06:00.029,ABBA,Mamma Mia
858,368,316313,1,2021-01-27 19:00:00.029,Frank Sinatra,New York New York
859,368,316313,2,2021-01-27 19:03:00.000,Shawn Mendes & Camila Cabello,Senorita
860,368,316313,3,2021-01-27 19:05:59.971,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
861,368,316313,4,2021-01-27 19:09:00.029,The Lion King,I Just Can’t Wait To Be King
862,369,,1,2021-01-27 19:11:00.038,Elton John & Kiki Dee,Don’t Go Breaking My Heart
863,370,08c83a,1,2021-01-28 00:00:00.000,Journey,Don’t Stop Believin’
864,370,08c83a,2,2021-01-28 00:02:59.971,Moana,How Far I’ll Go
865,370,08c83a,3,2021-01-28 00:06:00.029,Wheatus,Teenage Dirtbag
866,370,08c83a,4,2021-01-28 00:09:00.000,Alexandra Burke,Hallelujah
867,370,08c83a,5,2021-01-28 00:11:59.971,Queen,We Will Rock You
868,370,08c83a,6,2021-01-28 00:15:00.029,Ed Sheeran & Justin Bieber,I Don’t Care
869,370,08c83a,7,2021-01-28 00:18:00.000,Toto,Africa
870,370,08c83a,8,2021-01-28 00:20:59.971,Robbie Williams,Angels
871,370,08c83a,9,2021-01-28 00:24:00.029,George Ezra,Shotgun
872,370,08c83a,10,2021-01-28 00:26:00.038,Beyonce,Single Ladies (Put A Ring On It)
873,371,,1,2021-01-28 00:29:00.010,The Pogues,Fairytale Of New York
874,372,bdc39c,1,2021-01-28 10:59:59.971,The Lion King,Hakuna Matata
875,372,bdc39c,2,2021-01-28 11:01:59.981,Little Mix,Shout Out To My Ex
876,373,,1,2021-01-28 11:05:00.038,Beyonce,Single Ladies (Put A Ring On It)
877,374,509ec8,1,2021-01-28 13:59:59.971,Cher,Believe
878,374,509ec8,2,2021-01-28 14:03:00.029,Frank Sinatra,New York New York
879,374,509ec8,3,2021-01-28 14:06:00.000,Oasis,Don’t Look Back In Anger
880,374,509ec8,4,2021-01-28 14:08:59.971,Kesha,This Is Me (Greatest Showman)
881,374,509ec8,5,2021-01-28 14:12:00.029,Queen,Don’t Stop Me Now
882,374,509ec8,6,2021-01-28 14:15:00.000,Gloria Gaynor,I Will Survive
883,374,509ec8,7,2021-01-28 14:17:00.010,Anne-Marie,2002
884,374,509ec8,8,2021-01-28 14:19:59.981,Robbie Williams,Angels
885,374,509ec8,9,2021-01-28 14:23:00.038,The Proclaimers,I’m Gonna Be (500 Miles)
886,374,509ec8,10,2021-01-28 14:26:00.010,Kings Of Leon,Sex Is On Fire
887,374,509ec8,11,2021-01-28 14:28:00.019,Eminem,Lose Yourself
888,374,509ec8,12,2021-01-28 14:30:59.990,Kesha,This Is Me (Greatest Showman)
889,374,509ec8,13,2021-01-28 14:33:59.962,The Little Mermaid,Under The Sea
890,375,,1,2021-01-28 14:35:59.971,The Weather Girls,It’s Raining Men
891,375,,2,2021-01-29 04:00:00.029,Wham!,Last Christmas
892,376,a18ee9,1,2021-01-29 04:59:59.971,Elton John & Kiki Dee,Don’t Go Breaking My Heart
893,376,a18ee9,2,2021-01-29 05:01:59.981,Luis Fonsi & Daddy Yankee,Despacito
894,376,a18ee9,3,2021-01-29 05:03:59.990,Ed Sheeran,Perfect
895,376,a18ee9,4,2021-01-29 05:06:00.000,Shania Twain,Man! I Feel Like A Woman
896,376,a18ee9,5,2021-01-29 05:08:59.971,Journey,Don’t Stop Believin’
897,376,a18ee9,6,2021-01-29 05:12:00.029,Neil Diamond,Sweet Caroline
898,376,a18ee9,7,2021-01-29 05:15:00.000,A-Ha,Take On Me
899,376,a18ee9,8,2021-01-29 05:17:00.010,Bon Jovi,Livin’ On A Prayer
900,377,,1,2021-01-29 05:19:00.019,Dolly Parton,Jolene
901,377,,2,2021-01-29 13:59:59.971,Destiny’s Child,Say My Name
902,378,31034a,1,2021-01-29 15:00:00.000,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
903,378,31034a,2,2021-01-29 15:02:59.971,Frozen,Let It Go
904,378,31034a,3,2021-01-29 15:04:59.981,Dolly Parton,Jolene
905,378,31034a,4,2021-01-29 15:06:59.990,Ed Sheeran,Castle On The Hill
906,378,31034a,5,2021-01-29 15:09:59.962,A-Ha,Take On Me
907,379,,1,2021-01-29 15:11:59.971,Backstreet Boys,Everybody
908,380,793a1c,1,2021-01-29 21:00:00.000,Aqua,Barbie Girl
909,380,793a1c,2,2021-01-29 21:02:00.010,Wham!,Last Christmas
910,380,793a1c,3,2021-01-29 21:04:00.019,Dolly Parton & Kenny Rogers,Islands In The Stream
911,380,793a1c,4,2021-01-29 21:06:59.990,Grease,Summer Nights
912,380,793a1c,5,2021-01-29 21:09:00.000,Elvis Presley,Suspicious Minds
913,381,,1,2021-01-29 21:11:59.971,Robbie Williams,Angels
914,382,69900000000000001621832436120643604012189560146096221548559864954880,1,2021-01-30 03:00:00.000,Billie Eilish,Bad Guy
915,383,,1,2021-01-30 03:02:00.010,Ed Sheeran,Castle On The Hill
916,384,9e17fe,1,2021-01-30 04:59:59.971,Queen,Don’t Stop Me Now
917,384,9e17fe,2,2021-01-30 05:03:00.029,Queen,We Will Rock You
918,384,9e17fe,3,2021-01-30 05:06:00.000,Beyonce,Single Ladies (Put A Ring On It)
919,384,9e17fe,4,2021-01-30 05:08:59.971,Will Smith,The Fresh Prince Of Bel Air
920,384,9e17fe,5,2021-01-30 05:10:59.981,Wheatus,Teenage Dirtbag
921,384,9e17fe,6,2021-01-30 05:14:00.038,Kesha,This Is Me (Greatest Showman)
922,384,9e17fe,7,2021-01-30 05:17:00.010,The Greatest Showman,A Million Dreams
923,384,9e17fe,8,2021-01-30 05:19:59.981,Little Mix,Shout Out To My Ex
924,384,9e17fe,9,2021-01-30 05:23:00.038,Anne-Marie,2002
925,384,9e17fe,10,2021-01-30 05:26:00.010,Dirty Dancing,The Time Of My Life
926,384,9e17fe,11,2021-01-30 05:28:59.981,The Little Mermaid,Under The Sea
927,384,9e17fe,12,2021-01-30 05:30:59.990,The Pogues,Fairytale Of New York
928,384,9e17fe,13,2021-01-30 05:33:00.000,Britney Spears,Baby One More Time
929,385,,1,2021-01-30 05:35:00.010,Destiny’s Child,Say My Name
930,386,896f04,1,2021-01-30 19:59:59.971,Frank Sinatra,My Way
931,386,896f04,2,2021-01-30 20:03:00.029,Estelle Ft. Kanye West,American Boy
932,386,896f04,3,2021-01-30 20:06:00.000,Mariah Carey,All I Want For Christmas Is You
933,387,,1,2021-01-30 20:08:00.010,Estelle Ft. Kanye West,American Boy
934,388,80244a,1,2021-01-31 00:00:00.000,Ike And Tina Turner,Proud Mary
935,388,80244a,2,2021-01-31 00:02:00.010,George Ezra,Shotgun
936,388,80244a,3,2021-01-31 00:04:00.019,Lil Nas X,Old Town Road
937,389,,1,2021-01-31 00:06:59.990,Britney Spears,Toxic
938,390,b15e9b,1,2021-01-31 04:00:00.029,John Denver,"Take Me Home, Country Roads"
939,390,b15e9b,2,2021-01-31 04:03:00.000,TLC,No Scrubs
940,390,b15e9b,3,2021-01-31 04:05:59.971,Journey,Don’t Stop Believin’
941,390,b15e9b,4,2021-01-31 04:09:00.029,Kesha,This Is Me (Greatest Showman)
942,390,b15e9b,5,2021-01-31 04:12:00.000,Toto,Africa
943,390,b15e9b,6,2021-01-31 04:14:59.971,Backstreet Boys,Everybody
944,390,b15e9b,7,2021-01-31 04:16:59.981,Spice Girls,Wannabe
945,390,b15e9b,8,2021-01-31 04:18:59.990,Outkast,Hey Ya
946,390,b15e9b,9,2021-01-31 04:21:59.962,Queen,I Want To Break Free
947,391,,1,2021-01-31 04:25:00.019,The Pogues,Fairytale Of New York
948,392,8bc93d,1,2021-01-31 13:59:59.971,Lady Gaga & Bradley Cooper,Shallow
949,392,8bc93d,2,2021-01-31 14:03:00.029,Dua Lipa,New Rules
950,393,,1,2021-01-31 14:06:00.000,Frank Sinatra,New York New York
951,394,b919e0,1,2021-01-31 16:59:59.971,Pinkfong,Baby Shark
952,394,b919e0,2,2021-01-31 17:03:00.029,Tones And I,Dance Monkey
953,394,b919e0,3,2021-01-31 17:06:00.000,Pinkfong,Baby Shark
954,394,b919e0,4,2021-01-31 17:08:59.971,Guns N’ Roses,Sweet Child O’ Mine
955,394,b919e0,5,2021-01-31 17:10:59.981,Mark Ronson Ft. Amy Winehouse,Valerie
956,394,b919e0,6,2021-01-31 17:14:00.038,Beyonce,Single Ladies (Put A Ring On It)
957,394,b919e0,7,2021-01-31 17:17:00.010,Mark Ronson Ft. Amy Winehouse,Valerie
958,394,b919e0,8,2021-01-31 17:19:59.981,Dolly Parton,9 To 5
959,394,b919e0,9,2021-01-31 17:21:59.990,The Little Mermaid,Under The Sea
960,394,b919e0,10,2021-01-31 17:24:00.000,Ed Sheeran,Perfect
961,394,b919e0,11,2021-01-31 17:26:00.010,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
962,394,b919e0,12,2021-01-31 17:28:59.981,Grease,You’re The One That I Want
963,394,b919e0,13,2021-01-31 17:30:59.990,Camilla Cabello Ft. Young Thug,Havana
964,395,,1,2021-01-31 17:33:00.000,Loren Allred,Never Enough (The Greatest Showman)
965,396,3fdc46,1,2021-02-01 07:00:00.029,Little Mix,Shout Out To My Ex
966,396,3fdc46,2,2021-02-01 07:03:00.000,Aladdin,A Whole New World
967,396,3fdc46,3,2021-02-01 07:05:59.971,Ava Max,Sweet But Psycho
968,396,3fdc46,4,2021-02-01 07:09:00.029,The Human League,Don’t You Want Me Baby
969,396,3fdc46,5,2021-02-01 07:12:00.000,Kesha,This Is Me (Greatest Showman)
970,397,,1,2021-02-01 07:14:59.971,The Lion King,Can You Feel The Love Tonight
971,398,5ddb51,1,2021-02-01 13:00:00.029,Cher,Believe
972,399,5ddb51,1,2021-02-01 13:03:00.000,ABBA,Mamma Mia
973,400,a0a25c,1,2021-02-01 15:00:00.000,Journey,Don’t Stop Believin’
974,401,,1,2021-02-01 15:02:59.971,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
975,402,80244a,1,2021-02-01 16:59:59.971,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
976,402,80244a,2,2021-02-01 17:03:00.029,Bonnie Tyler,Total Eclipse Of The Heart
977,402,80244a,3,2021-02-01 17:06:00.000,Aladdin,A Whole New World
978,403,,1,2021-02-01 17:08:59.971,Queen,I Want To Break Free
979,403,,2,2021-02-01 21:00:00.000,The Lion King,I Just Can’t Wait To Be King
980,404,cdda70,1,2021-02-01 22:00:00.029,Estelle Ft. Kanye West,American Boy
981,404,cdda70,2,2021-02-01 22:03:00.000,Moana,How Far I’ll Go
982,404,cdda70,3,2021-02-01 22:05:59.971,The Proclaimers,I’m Gonna Be (500 Miles)
983,404,cdda70,4,2021-02-01 22:09:00.029,Kings Of Leon,Sex Is On Fire
984,404,cdda70,5,2021-02-01 22:11:00.038,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
